Author,Date,Text
episson.com,28/10/2021 23:58,#motivation S21 FE Case for Samsung Galaxy S20 Ultra Note 20 10 Lite S10 S9 Plus Flip Cover Splicing Leather Wallet Full Protect Phone Funda https://t.co/oVD3H0ZDiq https://t.co/AyAFHrKTs3
EC,28/10/2021 23:58,"Please don’t put me down as your emergency contact, my phone silences all unknown numbers"
extra discounted commissions open!,28/10/2021 23:58,I am At work but its fucky ass slow tonight so im gonna do some doodles? With my finger on my phone
💚🌙Taki 🌙💚,28/10/2021 23:58,"If you see this,... can you drop me some of your fave BTS photos? My phone has gone to electronic heaven and my collection with it so I need to rebuild. https://t.co/R3XVYYwVFe"
ARTHUR FRIEND,28/10/2021 23:58,@OzSheela They played her some phone taps on 12 Oct 2020. Twelve months ago. Yet she has been so stupid to have been intercepted SINCE THEN! Is she dopey or what!  #icac
tdebly,28/10/2021 23:58,"@SnatSwaziland @Eswatinipolice Exhaust all... &amp; ask them to resign and report the crimes they witnessed to international groups. If they feel they can not survive without the job advise them to cross the border, buy a sim card &amp; phone amnesty inte"
Wes,28/10/2021 23:58,"Picked up a @madebygoogle pixel 6 today, and it's already getting returned tomorrow. What an awful phone...how TF is this the ONLY phone in the world that can't cast to a Roku TV, or support HDMI out via the USB,-C port. What an utter failure."
Skikuro,28/10/2021 23:58,@FE_Heroes_EN I was gonna throw my phone into orbit. https://t.co/OF0eTdWzIN
P L U T O !,28/10/2021 23:58,"God I don’t even care I just need someone to fuck me :(( esex,irl,phone sex I don’t even care"
VISENYS.,28/10/2021 23:58,"the universe has a ( highly annoying ) knack of making visenys regret ever answering phone calls. 

❝ what is wrong? are you not enjoying your time? ❞

visenys knew the other far too well. https://t.co/sFeCWaqver"
CloverDMCiel 🗝🗝🗝,28/10/2021 23:58,"@Bronagi bullshit
*walks away while blasting Linkin Park on his phone*"
Shelley4America!,28/10/2021 23:58,"@denise_hogarth Heck, I zelle the money to the grandsons mom, my daughter.  No card even. Just a Happy Birthday text and or phone call. They are 16 and 17 so the bar is low!"
Twilight,28/10/2021 23:58,@Blabb_C @antiaj_ @jojiFN phone doesnt use power and if your phone has service as long is your phone provider isnt down you can play
sam ⋰,28/10/2021 23:58,apparently having a cell phone in your hand means that you didnt get sa'd by a band member. GOOD TO KNOW
white woman defender ☭. ,28/10/2021 23:58,@PradaLuvScars On your phone 😳
Giant Tiger,28/10/2021 23:58,"@KVanDornan Hi! We are sorry to hear about this. Please know the customer service team would be happy to rectify the situation. Our team is working as fast as they can to answer all customer inquiries. If you contact customer service by phone, we ask that"
Darth Vader,28/10/2021 23:58,"@_sassyasf @OurLocalMan @dan_sanabria @ArmandCuret @IGN Yup without them you wouldn't have a phone or tv or game console or anything really. Learn about how capitalism makes everyone richer, even those at the bottom."
Sarah Navin,28/10/2021 23:58,"Yep - Tumut Hospital $50 million.
#ICAC just heard Daryl Maguire blasted Health Minister Brad Hazzard about no funding being allocated.
In a phone tap just played between Daryl and Gladys Berejiklian, she said ""I'll deal with it, i'll fix it"".
Here Hazzard announces the cash. https://t.co/sJnR1lHMPJ"
Koelho || Gray arc,28/10/2021 23:58,The way I hold my phone is.. something else I'd say https://t.co/bvKvpgo3t4
Corso Riggs,28/10/2021 23:57,"@Bakudai I mean, your grandma probably doesn't have him in her phone as grandpa, so whatever the actual name is."
DJ Lujoso,28/10/2021 23:57,"@beholdcosmicwav Yeah, my mate has already been the victim of harassment - threats, late night phone calls &amp; this key scam:
https://t.co/zDGTMZdUYy"
Katrina Jackson is exhausted,28/10/2021 23:57,"@chace_verity put your phone up to your ear, I'm ready https://t.co/JzRTQCnSkX"
Steve Meendering,28/10/2021 23:57,"@ChipotleTweets what am I supposed to do with this information AFTER getting home from a mobile order that also didn't include the kids drink/chips? 

Just when I finally go back...#likelythelasttime https://t.co/9Xniv7aAD5"
Alex S.,28/10/2021 23:57,"Managed to make my last phone last over three years. So much has changed in that time, plus moving from LG to Google is throwing me for a loop. But rest assured, I am enabling dark mode on every app as I get to them. Daddy don't tolerate light mode."
pokemonfamclub,28/10/2021 23:57,@AF__1218 @PokemonTCGDrops They were live for like 1 minute the other day. I jump every time my phone alerts me PokemonTCGDrops post :)
Just Jeremy,28/10/2021 23:57,@shantelmsmith Sometimes people… they just need to put the phone down. https://t.co/KYWa2K50VO
🇺🇸Craftsman Christoph Joseph,28/10/2021 23:57,"@birdgirlc Yeah I know I saw your post about some crazy drugged out maniac. Hope he’s been moved far away 

Had a crazy lady here but I couldn’t post a video because I ran out of storage space on my phone 

They are near my house and at my work. It’"
USMAN YUSUF™,28/10/2021 23:57,"Google Pixel 6 Pro review: The best Android phone money can buy....
https://t.co/nVCRwDAhOc"
litttttlê 🦋,28/10/2021 23:57,My sister is actually mad funny i be cracking up on this phone with this bitch 🤣🤣
Protosiva ✡️🕉☸️✝️☪️,28/10/2021 23:57,@TM_Manu_Forti I’ve logged into Twitter on my desktop once or twice and it was fucking weird every time. My phone was in the other room and I was too lazy to go get it.
Mandy Roy,28/10/2021 23:57,"@annleahmacinnis @MacDFinn @TonyMancini_NS @ali_zimmer @HalifaxNinja @WayeMason I'm a bit concerned about seniors who don't have a smartphone. I mean, maybe they could learn how to give a cashier a card to load up. But QR codes and stuff? Might be a bit m"
FURGIE | Skinfluencer & Lifestyle! 🏳️‍🌈,28/10/2021 23:57,@LindseyCreated Somebody take her phone https://t.co/n6KdNF9NU1
Nate,28/10/2021 23:57,"@Google @googledevs 

Could you please consider adding the finger print scanner on the back of the device to the pixel 7 in 2022.

It's easily one of my favorite features about the previous models, and the best place to have a scanner on a phone!

Please "
rats birthday mixtape,28/10/2021 23:57,@Ghillesuit u r a big brain master of the phone i see
NABLO ESCOBAR,28/10/2021 23:57,why mf’s be tripping about a contact photo lol…iont want my phone all basic mf
Filly,28/10/2021 23:57,"Snapchat: by phone #
Me: 😟"
Rajesh,28/10/2021 23:57,@hotwifeaartijai Phone number plz
dillzilla99,28/10/2021 23:57,@LastSnowLeopard @_42________ @BaconKnight @TheFirstonTV All of this is not even considering that kw don't matter when charging. It's amps that matter. This is important because smartphone batteries charge at 5v which is half their nominal voltage at 100 
CJ,28/10/2021 23:57,"""All you do is shout at me"" is a comment Gladys makes in every single phone intercept #ICAC"
FedEx Help,28/10/2021 23:57,"@joenm84 Hello there, my name is Isabel. My sincere apologies to hear about that inconvenience with your package. Please DM me your name, delivery address, tracking number, phone number, and email address. I would be glad to help you with this. 

 https:/"
Asiah,28/10/2021 23:57,It’s so funny when Dee arguing with me I just walk away from the phone while he still going lmfao
MONEY 🧲,28/10/2021 23:57,I want turtles and a rotary phone. I'm thinking of names before i even get the turtles.
JJ,28/10/2021 23:57,"$MARK unbelievable how much diversity this play has and nobody noticed. Lidar type of thing. here we are augmented reality few years back with Remark and peeps forgot. its Trump, meta, AI, China all in one. https://t.co/fij4khEQ43"
Hi Im Emily,28/10/2021 23:57,"I can be American, watch. 

I live guns. I own 69 of them and I have 12 different spots for them. 
I bought all of them from walmart.
Why that word is saved in my phone I do not know."
Holls,28/10/2021 23:57,"@Angry_Staffer Hubris, he didn't think he needed a burner phone."
Skip,28/10/2021 23:57,"@Niverg_ @TheIshikawaRin @TheActMan_YT YouTube’s been getting on my nerves recently because the comments now show up on the side of your screen if you tilt your phone, like twitch does with the chat. I hate it"
sp00ky Nick | No7,28/10/2021 23:57,@jonahful He needs to be smarter than the phone smh
Snipah,28/10/2021 23:57,"@vinterp2 Unless console/mobile Terraria doesn't have this, you can rename chests to whatever, that's what I usually do, also making a storage room is very handy. It's good to have separate chests near important stations like having your ores/bars next to"
Unicun,28/10/2021 23:57,"Astronaut Smartphone Mount
https://t.co/DG5rSwLIa2 #Unicun"
Kaz,28/10/2021 23:57,I feel like I spend a lot of the time in the slime isekai anime mobile game in the town create thing
Emotep 📜,28/10/2021 23:57,Niggas too old to be playing on my phone
Jeme Chris,28/10/2021 23:57,"Marians what’s up now liquorose and Maria are good didn’t Maria say they talk on the phone all the time, everything is not social media commenting abeg. Please oh #BBNaija https://t.co/O4qqUrSU7H"
~~Melissa~~,28/10/2021 23:57,"@JukesJennifer I was logged in on my phone, then logged out. Then I closed the app and restarted it and was logged in again 😂"
💉 💉 🌏💧Anj of Garigal,28/10/2021 23:57,"Phone conversation Maguire worried about losing Wagga. Who is the ""idiot I spoke to""? Who is Brad? Gladys says don't get worked up because sometimes you shout at me.
#ICAC #ICACNSW #NSWICAC"
Rich Ricci Richard,28/10/2021 23:57,@ColeThereum Let the phone home and enjoy the show
Mylatroid Dread,28/10/2021 23:57,My power is still out and my phone is at 12% fffuuuu
Dr Gerald Roche,28/10/2021 23:57,I would always answer with hello? - the implication being: why are you using a phone to make a call? https://t.co/aZFAHEmE8Z
JeromeAMosesTravelAdventures,28/10/2021 23:57,"Assurance Wireless gives me free, monthly minutes, data and texts plus a free Smartphone. I’m spreading the word. https://t.co/V2dgHEg4n4"
Adam Hall 🇳🇿🇺🇸,28/10/2021 23:57,"@agowa338 @m3sweatt @marypcbuk @adi_miller @Clarkezone conflating the installation of apps on a mobile device via an MDM with the security term remote execution is not something we should do.

It’s policy driven and opt-in for a start."
OBESE DOG LOVES SCHOOL BONDS,28/10/2021 23:57,@arthur_affect @waywardwaverer @jigglychaos @supermathskid @melico24 @HelenaKart @_wkelly_ @Ashworth101 @AyoCaesar Because Twitter isn't real life. And shouting down feminists and lesbians and other women who otherwise would be allies is how you lose. Thi
Syd.,28/10/2021 23:57,I set my phone in French for a min when I was tryna learn and tbh my keyboard will never be the same. Be having accent marks on shit
BP 🍎,28/10/2021 23:57,No such rally is planned. Don't spread lies. #VAGov https://t.co/EX8PTerImT
𝙇𝘼¹⁷,28/10/2021 23:57,"@TescoTierney_3 I’ve done it before, but two tickets, then add them to your wallet on ur phone and use them at the turnstile"
Lars Klint 🏡,28/10/2021 23:57,@GeoffreyHuntley @alexjmackey @TelefonicaUK @speedify That would be great if I had a mobile signal 🤷‍♂️
Poetic Thrill,28/10/2021 23:57,I think. It seems to be stuck at 1%. At least I can check this without touching the phone. https://t.co/cqL2gy125e
witchy bitchy aftiej 🥂,28/10/2021 23:57,"@dangerding I’m sorry you’re struggling. Here are some things that have helped me: therapy, meds, making myself get up &amp; shower, walks, dog snuggles, exercise, time w friends, phone calls w family, funny memes &amp; movies, listening to upbeat mus"
6lck,28/10/2021 23:57,@HawksNest Ight here me out this might be a crossplay cod between mobile and switch.
Cade Snowden,28/10/2021 23:57,@EmmittSmith22 @NFL We used to office together. I ran into you in the tiny break/coffee room near the front of the office. I panicked and said nothing but gibberish to you (while I’m pretty sure you were on the phone) I tried to get past you when I real
Quintus Young,28/10/2021 23:57,@TMobileHelp So as an update the customer service representative at the store was awesome. He called and was on the phone with a telephone service representative for an hour and the person on the phone wouldn't fix my for the store associate and then hung
love me some shoe's,28/10/2021 23:57,@brewsyblonde Well if you talk about it then your phone will pick it up and send you all kinds of stuff lol lol
💈💈💈,28/10/2021 23:57,"I’m just saying, if the Celtics are still committed to the 3-big wing + undersized but mobile center formula… https://t.co/E9GKAHcJjY"
💚🌙Taki 🌙💚,28/10/2021 23:57,"@Vikas0930 Yeah I've done that. My first ever phone I ended up flushing straight down the toilet
😂😂"
Dan Soprano,28/10/2021 23:57,Jack will never have my phone number. I’d rather start over.
Clay Boost,28/10/2021 23:57,"Party popper A FREE Samsung Galaxy A12 will be yours with the purchase of another Samsung Galaxy A12. Also, get the first free phone when you switch. https://t.co/jqL5Ktd24S"
MotherofDragons,28/10/2021 23:57,"Weather news: ""One of the biggest tidal flood events of the past 10-20 years,"" say forecasters - CNN

https://t.co/ubKhcX3xak"
Misturah,28/10/2021 23:57,The woman on the phone is definitely Nigerian https://t.co/oUpg4coSV9
Mallory S,28/10/2021 23:57,"Okay, Mark, you can’t just condone the spread of misinformation for 5 years, get called out for it and then just up and change your name like “new phone, who did?” #Meta #Facebook #MarkZuckerberg"
Gamer_Pro1600 Aviation,28/10/2021 23:57,"@blox_status @Roblox NEWS FLASH: Roblox mobile has broken big time, no one is sure why and that's why all mobile players have been logged out and can't log in YOU HAVENT BEEN BANNED OR HACKED."
